,LT_CAGR,WACC,2019_CAGR,Decay,Price,Equity,EV,Rate
500,0.0227,0.0701,0.4087,-1.4,8.09,367.3892374,586.5548546,0.060074485
501,0.0209,0.0711,0.4349,-1.26,8.95,406.0514539,625.2170711,0.075799141
502,0.0213,0.0764,0.4411,-1.38,7.54,342.0679412,561.2335583,0.0663547
503,0.0203,0.0667,0.3913,-1.39,7.97,361.8828662,581.0484834,0.058248097
504,0.021,0.0729,0.4381,-1.31,8.38,380.4981549,599.663772,0.071782678
505,0.0187,0.0679,0.4236,-1.26,8.86,402.1672751,621.3328923,0.073854453
506,0.0212,0.0611,0.3796,-1.22,10.21,463.361231,682.5268482,0.069649629
507,0.0185,0.0519,0.3626,-1.22,11.78,534.5857508,753.751368,0.066564076
508,0.0221,0.0804,0.469,-1.21,8.73,396.2814661,615.4470832,0.08691025
509,0.0247,0.0627,0.4222,-1.2,12.17,552.2018789,771.3674961,0.079329724
510,0.0217,0.0745,0.4797,-1.12,10.77,488.8913767,708.0569938,0.099566272
511,0.021,0.0797,0.4331,-1.27,7.5,340.484145,559.6497622,0.074560449
512,0.0169,0.0655,0.4581,-1.18,10.43,473.418438,692.5840552,0.088176049
513,0.0192,0.0751,0.4515,-1.54,6.83,310.1128623,529.2784795,0.056100325
514,0.0216,0.0712,0.4935,-1.44,9.1,413.1004713,632.2660885,0.068946527
515,0.0213,0.0739,0.4854,-1.27,9.57,434.4770091,653.6426263,0.083435238
516,0.0169,0.0743,0.4822,-1.14,9.74,442.2078696,661.3734868,0.097565164
517,0.0195,0.0796,0.3775,-1.1,7.21,327.2634626,546.4290798,0.080597338
518,0.0202,0.0705,0.478,-1.07,11.81,535.9625317,755.1281488,0.10577643
519,0.0211,0.0622,0.4639,-1.05,14.19,644.0464697,863.2120869,0.10537324
520,0.0213,0.0615,0.4201,-1.14,11.95,542.3179537,761.4835709,0.085143049
521,0.0224,0.0612,0.4261,-1.18,12.19,553.0824836,772.2481008,0.082090127
522,0.0213,0.0782,0.365,-1.16,7.01,318.2093309,537.3749481,0.072239071
523,0.0161,0.0713,0.491,-1.32,8.82,400.3744795,619.5400967,0.079342265
524,0.0203,0.0742,0.4422,-1.28,8.32,377.8136808,596.979298,0.0751715
525,0.0226,0.0756,0.4647,-1.25,9.2,417.4912794,636.6568966,0.081932634
526,0.0201,0.075,0.4777,-1.03,11.3,512.685448,731.8510652,0.111313846
527,0.0202,0.0742,0.345,-1.11,7.27,329.9146954,549.0803126,0.072790126
528,0.0218,0.059,0.4662,-1.17,14.11,640.6318,859.7974172,0.09085303
529,0.0197,0.0772,0.3916,-1.21,7.18,325.8262619,544.9918791,0.072728973
530,0.0218,0.0608,0.3935,-1.12,11.7,531.276757,750.4423742,0.08186337
531,0.0191,0.0732,0.4256,-1.04,9.8,444.9330238,664.098641,0.098023709
532,0.0192,0.0645,0.4624,-1.02,13.21,599.7837122,818.9493294,0.109195554
533,0.0222,0.078,0.4338,-1.02,9.96,452.0295151,671.1951323,0.102512743
534,0.0189,0.0821,0.4848,-1.26,7.99,362.5799179,581.7455351,0.084372669
535,0.02,0.069,0.4714,-1.06,12.03,545.9714087,765.1370258,0.105685036
536,0.02,0.0707,0.5104,-1.14,11.85,537.8638893,757.0295065,0.103193939
537,0.018,0.0682,0.4159,-1.25,8.57,388.7967816,607.9623987,0.073433826
538,0.0181,0.0657,0.4348,-1.2,9.89,448.8228193,667.9884365,0.081667802
539,0.0195,0.0669,0.453,-1.25,9.99,453.4244916,672.5901087,0.079897026
540,0.023,0.0687,0.4332,-1.34,9.28,421.4458636,640.6114807,0.068430866
541,0.021,0.0706,0.4074,-1.11,9.55,433.3707472,652.5363643,0.085809069
542,0.02,0.0699,0.454,-1.04,11.51,522.4820631,741.6476802,0.104490993
543,0.0199,0.0727,0.496,-1.19,10.48,475.6757867,694.8414039,0.094178547
544,0.0184,0.0708,0.436,-1.29,8.36,379.4318692,598.5974864,0.073222465
545,0.0214,0.0625,0.5102,-1.15,14.43,654.8136815,873.9792986,0.101853556
546,0.0234,0.0667,0.3976,-1.29,9.34,424.1161596,643.2817767,0.066851551
547,0.0199,0.0714,0.3952,-1.56,6.5,294.8336988,513.9993159,0.048058891
548,0.0194,0.0809,0.3862,-1.36,5.87,266.3865105,485.5521277,0.059626769
549,0.0224,0.0619,0.3757,-1.39,9.17,416.3908213,635.5564385,0.055954211
550,0.0158,0.07,0.4504,-1.42,7.58,344.2136424,563.3792596,0.064542174
551,0.0213,0.0831,0.4186,-0.93,9.47,429.8885624,649.0541796,0.111319467
552,0.0219,0.0805,0.467,-1.53,6.79,308.0848832,527.2505004,0.058682166
553,0.0226,0.0835,0.3794,-1.2,6.59,298.9166163,518.0822335,0.071376128
554,0.0189,0.0655,0.456,-1.25,10.23,464.4758234,683.6414405,0.080419097
555,0.0162,0.0839,0.5415,-1.17,9.35,424.5487754,643.7143925,0.105313069
556,0.0191,0.0708,0.5077,-1.18,11.1,503.9514135,723.1170307,0.097590063
557,0.0178,0.077,0.4576,-1.13,8.95,406.0744489,625.2400661,0.093832959
558,0.0206,0.0695,0.5005,-1.04,13.28,602.9626812,822.1282984,0.115062767
559,0.0231,0.0659,0.3904,-1.12,10.55,479.0498917,698.2155089,0.081225338
560,0.0233,0.0699,0.446,-1.23,10.19,462.7162914,681.8819086,0.080661389
561,0.0196,0.0753,0.4435,-0.95,11.04,501.2792108,720.4448279,0.114811788
562,0.0177,0.0658,0.3823,-1.37,7.57,343.5532008,562.7188179,0.058319769
563,0.0209,0.064,0.4047,-1.21,10.1,458.608978,677.7745952,0.07513322
564,0.0203,0.0679,0.4531,-1.37,9.1,413.0601934,632.2258105,0.068965316
565,0.0195,0.0601,0.3774,-1.09,10.99,498.9760685,718.1416857,0.081612474
566,0.0175,0.0796,0.4656,-1.2,8.15,370.1133805,589.2789976,0.087376727
567,0.0208,0.0687,0.4055,-1.24,8.86,401.9354439,621.1010611,0.072515157
568,0.017,0.0741,0.4994,-1.5,7.61,345.4707522,564.6363694,0.064946599
569,0.0202,0.0804,0.5085,-1.32,8.45,383.7634785,602.9290957,0.082127163
570,0.0201,0.0642,0.4738,-1.14,12.43,564.2777867,783.4434039,0.095887055
571,0.0228,0.0729,0.4921,-1.22,10.68,484.5966423,703.7622595,0.089998394
572,0.0201,0.0598,0.5281,-1.35,13.08,593.6091434,812.7747606,0.082171697
573,0.0213,0.0678,0.5004,-1.1,13.11,594.9921737,814.1577909,0.106492148
574,0.0176,0.0739,0.4291,-1.4,7.02,318.8307888,537.996406,0.063031743
575,0.0179,0.0712,0.5565,-1.36,10.26,465.6714713,684.8370884,0.085469061
576,0.0184,0.069,0.4949,-1.02,12.92,586.4242299,805.589847,0.11677981
577,0.0193,0.0731,0.4281,-1.15,8.95,406.3208054,625.4864225,0.08565334
578,0.0214,0.0649,0.4124,-1.25,9.9,449.5640938,668.7297109,0.072823422
579,0.0172,0.0676,0.417,-1.39,7.73,351.0018775,570.1674946,0.062022452
580,0.02,0.0702,0.5057,-1.59,8.36,379.4946364,598.6602536,0.059160078
581,0.0197,0.0792,0.3592,-1.26,6.06,275.0705745,494.2361917,0.06274832
582,0.0187,0.059,0.3803,-1.06,11.44,519.4576268,738.623244,0.085459429
583,0.0201,0.0752,0.4238,-1.59,6.33,287.4965902,506.6622073,0.049716262
584,0.0192,0.0766,0.4977,-1.12,10.37,470.5170677,689.6826849,0.103253803
585,0.0185,0.0601,0.4104,-1.2,10.69,485.3201129,704.4857301,0.077138702
586,0.0202,0.0808,0.4498,-0.97,10.13,459.9157152,679.0813324,0.113410091
587,0.0206,0.075,0.4506,-0.88,12.55,569.6247414,788.7903586,0.127951459
588,0.0209,0.0797,0.3982,-1.13,7.65,347.3544877,566.5201048,0.081784308
589,0.0214,0.071,0.4564,-1.3,9.26,420.333075,639.4986922,0.075663916
590,0.0213,0.064,0.4994,-1.12,13.94,632.618441,851.7840581,0.103601911
591,0.0196,0.0644,0.4473,-1.17,11.15,506.1442134,725.3098306,0.087215279
592,0.0201,0.0589,0.4883,-1.15,14.49,657.5764388,876.742056,0.097538447
593,0.0213,0.0588,0.4061,-1.06,13.25,601.5178872,820.6835044,0.091196019
594,0.019,0.0678,0.4518,-1.13,10.71,486.2589461,705.4245633,0.092658023
595,0.021,0.0524,0.471,-1.28,15.49,703.2253897,922.3910068,0.079998797
596,0.0217,0.0624,0.4244,-1.24,11.02,500.0708215,719.2364387,0.075852674
597,0.0192,0.0575,0.4849,-1.2,13.92,631.7881078,850.953725,0.090949526
598,0.0171,0.068,0.366,-1.53,6.21,281.9967948,501.1624119,0.046147783
599,0.0188,0.0715,0.5345,-1.42,9.45,429.0377896,648.2034067,0.076390893
600,0.0198,0.0693,0.3902,-1.43,7.22,327.8348258,547.0004429,0.055356353
601,0.0222,0.0573,0.4541,-1.28,13.35,605.8596692,825.0252863,0.077167025
602,0.0201,0.0739,0.4155,-1.08,9.22,418.6660309,637.8316481,0.090917881
603,0.0214,0.0689,0.3839,-1.18,8.84,401.3278403,620.4934575,0.074049041
604,0.0217,0.0817,0.4905,-1.28,8.42,381.9893703,601.1549875,0.083263042
605,0.0191,0.0655,0.4214,-1.2,9.82,445.8165028,664.98212,0.079181222
606,0.0219,0.0652,0.3962,-1.13,10.49,476.1867419,695.352359,0.081378016
607,0.0213,0.0657,0.4406,-0.93,14.01,636.1357877,855.3014048,0.117112968
608,0.0221,0.0636,0.4441,-1.2,11.69,530.6942664,749.8598835,0.08339255
609,0.0217,0.0608,0.3924,-1.36,9.81,445.4195878,664.585205,0.060572024
610,0.0237,0.0557,0.4418,-1.19,15.3,694.2675115,913.4331287,0.084014028
611,0.0224,0.0725,0.3542,-1.26,7.26,329.5966716,548.7622888,0.061884365
612,0.0186,0.0633,0.4195,-1.09,11.15,506.0658411,725.2314583,0.090615072
613,0.0253,0.0738,0.349,-1.28,7.34,333.3726053,552.5382225,0.059497019
614,0.0187,0.073,0.4791,-1.12,10.43,473.4214856,692.5871028,0.099443301
615,0.0223,0.0654,0.432,-1.08,12.11,549.8637353,769.0293525,0.094487761
616,0.0239,0.0754,0.487,-1.2,10.45,474.5426987,693.7083159,0.091338067
617,0.0239,0.0624,0.3634,-1.6,8.26,375.0857183,594.2513355,0.042226615
618,0.0179,0.0673,0.4448,-1.28,9.15,415.3206469,634.486264,0.075607608
619,0.0211,0.0563,0.4769,-1.13,15.84,718.7559019,937.9215191,0.097740317
620,0.0227,0.0658,0.4745,-1.19,12.22,554.4882628,773.6538799,0.090149795
621,0.0245,0.0718,0.4861,-1.34,10.13,459.9836726,679.1492897,0.076662599
622,0.0181,0.0719,0.3996,-1.36,7.04,319.7281986,538.8938158,0.061669305
623,0.0184,0.0723,0.5396,-1.36,9.79,444.251544,663.4171612,0.082915508
624,0.0214,0.0687,0.4135,-1.29,8.83,400.8306232,619.9962404,0.069491165
625,0.0175,0.07,0.4574,-1.16,9.81,445.2490871,664.4147042,0.090292694
626,0.0234,0.0661,0.4108,-1.46,8.79,398.8172584,617.9828755,0.056187401
627,0.0208,0.0835,0.2908,-1.21,4.76,215.8763029,435.04192,0.054171427
628,0.0212,0.0638,0.4442,-0.93,14.74,669.263596,888.4292132,0.118060525
629,0.0198,0.073,0.4223,-1.24,8.27,375.5020315,594.6676487,0.075482007
630,0.0201,0.0655,0.4295,-1.3,9.51,431.4978637,650.6634809,0.071262299
631,0.0207,0.0811,0.3831,-1.26,6.39,290.2189559,509.384573,0.066874653
632,0.021,0.0651,0.4089,-1.04,11.53,523.1931078,742.358725,0.094216938
633,0.0194,0.0673,0.5232,-1.32,10.98,498.3931755,717.5587927,0.084464448
634,0.0196,0.0654,0.4798,-1.24,11.12,504.6844581,723.8500752,0.085616336
635,0.0184,0.0744,0.4206,-1.11,8.72,395.6917002,614.8573174,0.088557951
636,0.0188,0.0787,0.4234,-1.41,6.44,292.207598,511.3732151,0.06146065
637,0.0203,0.0746,0.435,-1.17,8.88,403.222396,622.3880132,0.08484601
638,0.0178,0.0599,0.465,-1.25,11.58,525.6582404,744.8238576,0.081984812
639,0.0233,0.072,0.5145,-1.33,10.55,478.8925559,698.0581731,0.082069529
640,0.0186,0.0601,0.4158,-1.32,9.96,451.8722534,671.0378706,0.067344573
641,0.0195,0.0679,0.4702,-1.19,10.73,486.8656641,706.0312812,0.089343528
642,0.0203,0.0695,0.433,-1.28,8.95,406.1559284,625.3215455,0.073627854
643,0.0209,0.0685,0.5123,-1.21,11.86,538.4991565,757.6647737,0.094819165
644,0.021,0.0754,0.4432,-1.22,8.68,394.1867772,613.3523943,0.081168195
645,0.0166,0.0743,0.4982,-1.21,9.44,428.582548,647.7481651,0.09224563
646,0.0188,0.08,0.4474,-1.02,9.42,427.4214176,646.5870347,0.105691608
647,0.0217,0.0698,0.451,-1.62,7.7,349.4342594,568.5998765,0.05105053
648,0.0206,0.0727,0.3608,-1.4,6.45,292.7429164,511.9085335,0.053116462
649,0.0192,0.0723,0.3783,-1.31,7,317.771479,536.9370961,0.062098978
650,0.0188,0.0752,0.3919,-1.24,7.16,324.8652592,544.0308764,0.07011144
651,0.0178,0.069,0.4451,-1.13,10.02,454.6758943,673.8415114,0.091300362
652,0.0196,0.078,0.3912,-1.25,6.83,310.0772488,529.242866,0.069123623
653,0.0222,0.0688,0.3765,-0.94,10.94,496.4548019,715.6204191,0.098908052
654,0.0185,0.0739,0.495,-1.26,9.35,424.3610803,643.5266975,0.086122393
655,0.0211,0.0609,0.4298,-1.31,10.85,492.4537537,711.6193709,0.070440576
656,0.0219,0.0653,0.4518,-1.02,13.44,609.8442908,829.009908,0.106719665
657,0.0189,0.0812,0.4017,-1.28,6.4,290.5665394,509.7321566,0.068370233
658,0.0219,0.0577,0.4931,-1.23,14.83,673.1357775,892.3013947,0.089059421
659,0.0215,0.0678,0.4192,-1.13,10.4,472.1909805,691.3565976,0.086047939
660,0.0207,0.0705,0.456,-1.26,9.5,431.2251923,650.3908094,0.079427202
661,0.0214,0.0645,0.5336,-1.37,12.02,545.3938284,764.5594455,0.08101704
662,0.0205,0.0722,0.3826,-0.95,9.9,449.5812029,668.74682,0.099184317
663,0.0231,0.0721,0.4534,-1.09,11.17,506.9845145,726.1501317,0.097851138
664,0.0205,0.064,0.4781,-1.05,13.91,631.2554595,850.4210767,0.10856064
665,0.0208,0.0606,0.4283,-1.44,9.94,451.053631,670.2192481,0.0599631
666,0.0185,0.0536,0.5558,-1.26,16.8,762.7351363,981.9007535,0.096533054
667,0.0183,0.0661,0.4819,-1.22,10.87,493.5310117,712.6966288,0.088158337
668,0.0167,0.0625,0.468,-1.36,9.83,446.2959736,665.4615907,0.072070599
669,0.0196,0.0623,0.4014,-1.28,9.6,435.8063428,654.9719599,0.068319796
670,0.024,0.0676,0.4147,-1.28,9.75,442.4453086,661.6109258,0.070555018
671,0.0191,0.0679,0.4349,-1.17,9.9,449.2536933,668.4193105,0.084826742
672,0.0183,0.0716,0.4406,-1.33,8.06,365.7639201,584.9295373,0.070439238
673,0.0191,0.0727,0.3959,-1.24,7.65,347.0567066,566.2223238,0.070818601
674,0.0203,0.0718,0.4479,-1.48,7.69,349.1114291,568.2770462,0.05974773
675,0.0192,0.0693,0.4389,-1.19,9.57,434.4017071,653.5673243,0.083469386
676,0.0225,0.0768,0.452,-1.27,8.55,388.1681124,607.3337296,0.077770468
677,0.0178,0.0682,0.3777,-1.17,8.19,371.8969026,591.0625197,0.073789105
678,0.0162,0.0664,0.4387,-1.4,8.12,368.4066703,587.5722875,0.064422159
679,0.0222,0.0641,0.4395,-1.22,11.27,511.4518282,730.6174453,0.080499152
680,0.0205,0.0825,0.4433,-1.29,7.15,324.7166363,543.8822535,0.074432067
681,0.0179,0.0702,0.4698,-1.32,8.88,403.1640065,622.3296237,0.075965002
682,0.0211,0.0634,0.4491,-1.13,12.31,558.8807388,778.0463559,0.092110959
683,0.0214,0.0626,0.359,-1.06,10.56,479.3689984,698.5346155,0.080718135
684,0.0177,0.0663,0.4463,-1.25,9.56,433.9580926,653.1237097,0.078730768
685,0.0185,0.0703,0.4184,-1.1,9.47,430.0137034,649.1793206,0.089231641
686,0.0194,0.0817,0.4538,-1.13,8.42,382.3828495,601.5484666,0.09306321
687,0.016,0.071,0.4346,-1.15,8.88,402.9129969,622.0786141,0.086938305
688,0.0219,0.071,0.4671,-1.25,9.99,453.637783,672.8034002,0.082350039
689,0.0216,0.0689,0.4231,-1.18,9.86,447.3186108,666.484228,0.081519065
690,0.0188,0.0745,0.4013,-1.36,6.82,309.3916356,528.5572528,0.061928317
691,0.0166,0.0582,0.4002,-1.29,9.74,442.2420813,661.4076984,0.067283348
692,0.0203,0.0766,0.4637,-1.18,9.15,415.2896054,634.4552226,0.089240078
693,0.0224,0.0654,0.3737,-1.1,10.19,462.6467997,681.8124169,0.079794253
694,0.0219,0.0742,0.4412,-1.1,10.02,454.7576617,673.9232788,0.094037534
695,0.0189,0.0592,0.4817,-1.23,12.8,580.961929,800.1275462,0.087028648
696,0.0174,0.0667,0.3726,-1.07,8.98,407.6365726,626.8021898,0.082676758
697,0.0177,0.0681,0.4489,-1.01,11.57,525.117463,744.2830801,0.107428545
698,0.02,0.0594,0.4847,-1.02,16.07,729.4316236,948.5972408,0.114400633
699,0.0185,0.073,0.4128,-1.12,8.69,394.5424798,613.708097,0.085833434
700,0.0206,0.0849,0.3928,-1.27,6.09,276.3602345,495.5258516,0.067704704
701,0.0186,0.0696,0.4908,-1.4,9.02,409.2506105,628.4162277,0.071954497
702,0.0172,0.0779,0.3866,-1.21,6.66,302.1402945,521.3059116,0.071810878
703,0.0201,0.0747,0.4321,-1.33,7.71,349.7808898,568.9465069,0.069098445
704,0.024,0.0796,0.4851,-1.43,8.01,363.6672587,582.8328759,0.068608794
705,0.0207,0.071,0.422,-1,10.89,494.1908382,713.3564553,0.102379667
706,0.0204,0.0714,0.3777,-1.01,9.32,423.2491393,642.4147565,0.090546788
707,0.0229,0.0604,0.462,-1.16,14,635.3093933,854.4750105,0.091189281
708,0.0174,0.0816,0.4213,-1.18,7.11,322.6008903,541.7665075,0.081176385
709,0.0231,0.0655,0.4852,-1.19,12.74,578.3400118,797.5056289,0.092155338
710,0.0222,0.0649,0.4717,-1.19,12.24,555.7027953,774.8684125,0.089624803
711,0.0184,0.0621,0.457,-1.2,11.4,517.6244087,736.7900259,0.08578358
712,0.0206,0.0683,0.4539,-1.11,11.25,510.4231732,729.5887904,0.095484894
713,0.0176,0.0787,0.4704,-1.15,8.8,399.3030862,618.4687034,0.094008136
714,0.0234,0.0756,0.4381,-1.11,9.88,448.27972,667.4453372,0.092199607
715,0.02,0.0583,0.4658,-1.21,13.22,599.9446454,819.1102626,0.086325071
716,0.022,0.0629,0.4211,-1.39,9.81,445.2698388,664.4354559,0.062624053
717,0.0154,0.0602,0.4034,-1.45,8.18,371.243924,590.4095412,0.055851279
718,0.0196,0.0607,0.4334,-1.24,11.12,504.8125843,723.9782014,0.077440776
719,0.0204,0.0638,0.4581,-0.96,14.55,660.2080293,879.3736464,0.117005234
720,0.0193,0.0846,0.4069,-1.06,7.51,340.7396626,559.9052798,0.091373787
721,0.0235,0.0811,0.3329,-1.01,7.13,323.5405587,542.7061759,0.079897043
722,0.0221,0.073,0.5309,-1.06,13.53,613.9531426,833.1187597,0.118850729
723,0.0167,0.0763,0.4533,-1.07,9.31,422.5841641,641.7497813,0.100373146
724,0.0224,0.0718,0.3739,-1.41,7.06,320.2278683,539.3934855,0.054362672
725,0.018,0.0609,0.3789,-1.35,8.62,391.0678993,610.2335165,0.059229305
726,0.0195,0.0677,0.4433,-1.21,9.9,449.5856447,668.7512618,0.08220782
727,0.021,0.0605,0.3807,-1.08,11.53,523.2373361,742.4029533,0.083379553
728,0.0203,0.0659,0.446,-1.01,12.7,576.6653574,795.8309745,0.106741961
729,0.0194,0.0668,0.5468,-0.91,18.02,818.1362193,1037.301836,0.148905692
730,0.0231,0.0636,0.4303,-1.16,11.99,544.0660985,763.2317156,0.085006487
731,0.0236,0.0801,0.396,-1.24,7.26,329.5998737,548.7654909,0.070836278
732,0.0182,0.0826,0.463,-1.13,8.35,378.8732012,598.0388184,0.094926571
733,0.022,0.0623,0.426,-1.2,11.53,523.2085604,742.3741775,0.080035019
734,0.0218,0.0785,0.4111,-1.41,6.65,301.7685305,520.9341477,0.059698887
735,0.0201,0.0696,0.4799,-1.09,11.81,536.1602209,755.3258381,0.103499752
736,0.0184,0.0706,0.4555,-1.14,10.01,454.2762896,673.4419067,0.092228838
737,0.0196,0.0715,0.4586,-1.2,9.63,436.9855866,656.1512038,0.086080032
738,0.0196,0.0699,0.4163,-1.07,9.99,453.4943063,672.6599235,0.092267819
739,0.0193,0.056,0.4291,-1.66,9.66,438.2815766,657.4471938,0.046419276
740,0.0237,0.0676,0.4909,-1.04,14.43,655.1961138,874.361731,0.112881933
741,0.022,0.0788,0.399,-1.56,5.88,266.8211284,485.9867456,0.048514676
742,0.0207,0.08,0.4656,-1.19,8.65,392.5933936,611.7590107,0.088480817
743,0.0168,0.0806,0.4591,-1.42,6.52,295.7922489,514.9578661,0.065770587
744,0.0184,0.0725,0.4303,-1.19,8.64,392.1253299,611.2909471,0.081853767
745,0.0195,0.0588,0.4734,-1.1,14.45,655.8148288,874.9804459,0.100816045
746,0.0174,0.0526,0.4153,-1.16,13.26,601.6950313,820.8606485,0.082077461
747,0.018,0.0664,0.4949,-1.45,9.26,420.5147744,639.6803916,0.068316525
748,0.0188,0.0769,0.4946,-1.11,10.26,465.8135618,684.979179,0.103936446
749,0.0218,0.0591,0.4175,-1.48,10.18,461.8894476,681.0550647,0.055748414
