,LT_CAGR,WACC,2019_CAGR,Decay,Price,Equity,EV,Rate
750,0.0186,0.0654,0.5239,-1.33,11.16,506.3580331,725.5236503,0.08354552
751,0.0206,0.0692,0.4617,-1.28,9.72,441.1559046,660.3215218,0.078440804
752,0.0177,0.0696,0.4734,-1.15,10.44,473.6902618,692.855879,0.094600021
753,0.0206,0.0672,0.4078,-1.14,9.93,450.7496483,669.9152655,0.082678139
754,0.0214,0.0656,0.4681,-1.33,10.48,475.5058608,694.671478,0.07477271
755,0.0188,0.0655,0.5011,-1.19,11.97,543.2064105,762.3720276,0.095133576
756,0.0204,0.066,0.449,-1.29,9.99,453.4622495,672.6278667,0.075376214
757,0.017,0.0675,0.4473,-1.39,8.29,376.4242962,595.5899134,0.06646501
758,0.0253,0.0681,0.4668,-1.09,13.26,601.8031056,820.9687227,0.100708274
759,0.0216,0.0778,0.462,-1.27,8.45,383.7595121,602.9251293,0.079467566
760,0.0151,0.0696,0.4033,-1.75,5.62,254.9873311,474.1529482,0.039418152
761,0.0201,0.0628,0.4256,-1.19,10.92,495.4587164,714.6243336,0.08097051
762,0.0183,0.0801,0.4788,-1.18,8.65,392.5035258,611.669143,0.092107679
763,0.0197,0.0703,0.3845,-1.17,8.33,378.175788,597.3414052,0.07510298
764,0.021,0.0668,0.4283,-1.3,9.4,426.7103756,645.8759927,0.071065792
765,0.0229,0.0729,0.4072,-1.09,9.65,438.1512679,657.3168851,0.087986739
766,0.017,0.0611,0.4699,-1.1,12.74,578.4687959,797.6344131,0.100079741
767,0.0168,0.0612,0.4097,-1.28,9.38,425.5804215,644.7460386,0.069714903
768,0.0204,0.0689,0.385,-1.23,8.34,378.5534238,597.7190409,0.069753943
769,0.0175,0.0662,0.3961,-1.37,7.73,350.7504342,569.9160513,0.060398225
770,0.023,0.0743,0.4096,-1.46,7.17,325.5344034,544.7000206,0.056025491
771,0.0234,0.0755,0.3615,-1.15,7.71,350.1653366,569.3309537,0.072463076
772,0.019,0.067,0.4451,-1.19,10.16,460.9909268,680.156544,0.084633695
773,0.0168,0.0691,0.4389,-0.98,11.19,507.6953043,726.8609215,0.109250707
774,0.0163,0.0792,0.4072,-1.19,6.91,313.5123064,532.6779236,0.077510588
775,0.0182,0.083,0.4189,-1.15,7.19,326.2703045,545.4359217,0.08383391
776,0.0249,0.0639,0.4295,-1.13,12.77,579.7674289,798.9330461,0.088137535
777,0.0192,0.0588,0.3815,-1.09,11.41,517.7104418,736.8760589,0.082490016
778,0.0132,0.077,0.3161,-1.1,5.49,249.1108655,468.2764827,0.067602431
779,0.0206,0.0675,0.4574,-1.25,10.22,463.7840079,682.949625,0.080662702
780,0.0248,0.0627,0.4013,-1.39,10.2,463.0333178,682.198935,0.059717405
781,0.0215,0.0757,0.4809,-1.18,9.94,451.2868742,670.4524913,0.092506315
782,0.0228,0.072,0.4282,-1.3,8.73,396.434816,615.6004332,0.071049416
783,0.022,0.0698,0.4681,-1.21,10.65,483.2560912,702.4217084,0.086745678
784,0.018,0.067,0.4591,-1.09,11.28,512.0754572,731.2410744,0.099066702
785,0.0218,0.086,0.4255,-1.13,7.56,343.3160143,562.4816315,0.087326167
786,0.0216,0.0632,0.4542,-1.04,13.82,627.0853646,846.2509818,0.104536509
787,0.0245,0.0776,0.4721,-1.43,8.17,370.6457189,589.8113361,0.0667978
788,0.0183,0.0662,0.4588,-1.36,9.21,417.8839995,637.0496167,0.07067397
789,0.0218,0.0725,0.4317,-1.26,8.79,399.0294878,618.195105,0.075248554
790,0.0171,0.0694,0.5115,-1.24,10.46,474.9736708,694.139288,0.091190472
791,0.0194,0.0874,0.4794,-1.11,8.45,383.6056754,602.7712925,0.100781958
792,0.0198,0.069,0.4016,-1.23,8.58,389.3125258,608.478143,0.072725739
793,0.0198,0.0805,0.4093,-1.35,6.39,289.9108761,509.0764932,0.063919786
794,0.0202,0.08,0.4161,-1.09,8.21,372.7490246,591.9146418,0.089888694
795,0.0204,0.0742,0.4677,-1.34,8.47,384.6672936,603.8329107,0.073802156
796,0.0201,0.0721,0.3998,-1.31,7.59,344.4030604,563.5686776,0.065584371
797,0.0203,0.0651,0.4713,-1.16,11.95,542.227317,761.3929341,0.093001328
798,0.0194,0.0765,0.4652,-1.11,9.67,438.8137897,657.9794068,0.097832999
799,0.0207,0.0737,0.493,-1.43,8.54,387.7021771,606.8677943,0.069708651
800,0.02,0.0629,0.4258,-1.6,8.34,378.5876636,597.7532808,0.049370516
801,0.0205,0.0812,0.4395,-1.42,6.57,298.4008975,517.5665147,0.063002237
802,0.0208,0.065,0.3862,-1.17,9.67,438.9297453,658.0953625,0.075431376
803,0.0214,0.0657,0.4178,-1.26,9.78,443.687958,662.8535752,0.07285583
804,0.021,0.0563,0.4035,-1.21,12.41,563.0895909,782.255208,0.074913053
805,0.0203,0.0665,0.4484,-1.45,8.81,399.8506013,619.0162185,0.061990271
806,0.0204,0.0706,0.4544,-1.04,11.46,520.1543985,739.3200156,0.104582024
807,0.0198,0.0745,0.4106,-1.46,6.68,302.9959494,522.1615665,0.056160417
808,0.0193,0.0669,0.4139,-1.21,9.31,422.5316926,641.6973098,0.076820697
809,0.0178,0.0696,0.4658,-1.16,10.16,461.2724074,680.4380246,0.091929787
810,0.0207,0.0723,0.425,-1.11,9.62,436.5788596,655.7444768,0.089473855
811,0.0249,0.0732,0.4714,-1.14,11.34,514.6935183,733.8591355,0.095407472
812,0.0182,0.0646,0.4071,-1.12,10.1,458.572799,677.7384162,0.08466132
813,0.0216,0.083,0.3509,-1.29,5.59,253.9372489,473.102866,0.059084918
814,0.0241,0.07,0.3773,-1.22,8.77,397.8922788,617.0578959,0.069232339
815,0.0197,0.0733,0.5553,-1.08,13.35,605.7836547,824.9492718,0.121080277
816,0.0225,0.0668,0.4967,-1.15,12.99,589.7483398,808.9139569,0.099194087
817,0.0221,0.0756,0.468,-1.25,9.18,416.677865,635.8434822,0.082506553
818,0.0182,0.0686,0.451,-1.16,10.06,456.7407226,675.9063397,0.089044931
819,0.021,0.0851,0.4373,-1.2,7.34,333.1899043,552.3555215,0.082131525
820,0.0202,0.0678,0.4729,-1.25,10.44,473.896274,693.0618911,0.083358551
821,0.0193,0.065,0.4889,-1.26,11.19,507.9675527,727.1331699,0.085076102
822,0.0202,0.0763,0.42,-1.46,6.65,301.6679089,520.8335261,0.057428317
823,0.0188,0.0712,0.3807,-1.09,8.49,385.2214222,604.3870394,0.082318802
824,0.0189,0.0683,0.5066,-1.2,11.37,515.906776,735.0723932,0.094962498
825,0.0179,0.0707,0.4443,-1.14,9.6,435.8199909,654.9856081,0.089988334
826,0.0216,0.0634,0.3737,-1.28,9.19,416.9394065,636.1050237,0.063659125
827,0.0189,0.0629,0.4482,-1.28,10.41,472.4483306,691.6139478,0.076177809
828,0.0197,0.074,0.4242,-1.14,8.86,401.9538584,621.1194756,0.085964351
829,0.0234,0.0696,0.4188,-1.3,9.13,414.2040331,633.3696502,0.069509641
830,0.0257,0.0611,0.5071,-1.26,15.14,687.3469777,906.5125949,0.088196841
831,0.0201,0.0701,0.4776,-1.25,10.04,455.9043532,675.0699704,0.084175569
832,0.0186,0.0706,0.5018,-1.28,9.95,451.8031437,670.9687609,0.085153084
833,0.0189,0.0702,0.3541,-1.11,7.89,358.1102902,577.2759074,0.074691257
834,0.0211,0.0646,0.4028,-1.29,9.4,426.4672323,645.6328495,0.067715081
835,0.0199,0.0683,0.4658,-0.89,14.5,658.1427946,877.3084118,0.130478299
836,0.0201,0.0756,0.409,-1.15,8.23,373.6340458,592.799663,0.081875107
837,0.0199,0.0738,0.3452,-1.17,6.95,315.3276168,534.493234,0.067503044
838,0.0232,0.0753,0.4278,-1.72,6.39,290.0347268,509.2003439,0.04321856
839,0.0181,0.0773,0.3951,-1.24,6.85,310.8153027,529.9809198,0.070677181
840,0.0188,0.071,0.3999,-1.13,8.69,394.6167201,613.7823373,0.082129625
841,0.0182,0.0708,0.4039,-1.08,9.12,413.7861254,632.9517426,0.088406491
842,0.0205,0.0678,0.4737,-1.12,11.82,536.3166131,755.4822303,0.098336408
843,0.0165,0.0775,0.482,-1.08,9.74,442.1778074,661.3434245,0.105289028
844,0.0183,0.0659,0.4534,-1.23,10.11,458.741686,677.9073032,0.081982185
845,0.0217,0.076,0.4265,-1.33,7.66,347.50606,566.6716771,0.068214746
846,0.022,0.0687,0.4707,-1.39,9.54,433.1299141,652.2955312,0.069890533
847,0.0196,0.0733,0.4746,-1.2,9.68,439.4943658,658.659983,0.089043231
848,0.0218,0.0807,0.4506,-1.55,6.42,291.3650156,510.5306327,0.055337087
849,0.0172,0.0724,0.4528,-1.56,6.85,310.8960468,530.061664,0.054955809
850,0.0215,0.06,0.4591,-1.39,11.36,515.521364,734.6869812,0.06819299
851,0.0203,0.0775,0.4428,-1.1,9.18,416.6195071,635.7851243,0.094374595
852,0.019,0.0853,0.3751,-1.2,5.9,267.7675195,486.9331367,0.070576051
853,0.0171,0.0777,0.3578,-1.15,6.42,291.6199059,510.785523,0.07172896
854,0.0234,0.0751,0.4368,-1.38,8,363.046991,582.2126082,0.065716776
855,0.0177,0.0718,0.4712,-1.24,9.19,416.930854,636.0964712,0.084102538
856,0.0201,0.0648,0.3981,-1.27,9.14,414.8771302,634.0427473,0.068607202
857,0.0189,0.0763,0.4447,-1.23,8.16,370.4631784,589.6287955,0.080429304
858,0.0153,0.0681,0.4124,-1.5,6.77,307.370838,526.5364552,0.053786343
859,0.0256,0.067,0.3751,-1.35,8.94,406.0025279,625.1681451,0.058642404
860,0.0182,0.063,0.4528,-1.21,10.91,495.3414386,714.5070558,0.083946796
861,0.0218,0.0638,0.45,-1.08,13.02,591.1232667,810.2888839,0.098379059
862,0.0218,0.0638,0.4511,-1.33,10.63,482.4705835,701.6362007,0.072094624
863,0.0215,0.0711,0.4221,-1.17,9.44,428.3138035,647.4794207,0.082359589
864,0.0171,0.0593,0.3506,-1.18,9.12,414.1368518,633.3024689,0.067691233
865,0.0186,0.0793,0.4652,-0.99,10.33,468.706241,687.8718581,0.114224371
866,0.0171,0.0561,0.451,-1.1,13.74,623.6043823,842.7699994,0.096101636
867,0.0193,0.0728,0.3924,-1.38,6.87,312.0192858,531.184903,0.059120425
868,0.0211,0.0751,0.4091,-1.55,6.41,290.8241564,509.9897735,0.050311092
869,0.0209,0.0886,0.3563,-1.23,5.32,241.287879,460.4534962,0.064609578
870,0.0188,0.0745,0.3874,-1.49,6.06,274.8993917,494.0650089,0.051170535
871,0.0219,0.074,0.4391,-1.33,8.25,374.6519395,593.8175567,0.070202674
872,0.0222,0.0718,0.3567,-1.44,6.6,299.762713,518.9283302,0.050057029
873,0.0216,0.0707,0.4739,-1.27,9.99,453.468632,672.6342491,0.08148593
874,0.0203,0.0657,0.5116,-1.13,13.37,606.9479333,826.1135504,0.104756541
875,0.0196,0.0643,0.4079,-1.11,10.63,482.4331379,701.5987551,0.085913226
876,0.023,0.0548,0.3051,-1.16,11.17,507.0865764,726.2521935,0.060488985
877,0.0179,0.0695,0.4457,-1.32,8.5,385.862555,605.0281721,0.072120956
878,0.0233,0.0731,0.463,-1.29,9.46,429.3723643,648.5379815,0.077693923
879,0.0181,0.0753,0.4059,-1.23,7.38,334.9499191,554.1155363,0.073495106
880,0.021,0.0793,0.443,-0.9,11.2,508.2645806,727.4301978,0.122512449
881,0.0175,0.081,0.4659,-1.28,7.44,337.5672718,556.732889,0.07914451
882,0.0204,0.0679,0.4294,-1.52,7.86,356.7517296,575.9173468,0.054665173
883,0.019,0.0662,0.4671,-1.16,11.21,508.6506697,727.8162868,0.092183086
884,0.018,0.0754,0.4705,-1.14,9.46,429.3853718,648.5509889,0.095227615
885,0.0202,0.0742,0.4723,-1.14,10.12,459.466008,678.6316251,0.095587322
886,0.019,0.0734,0.3968,-1.15,8.11,368.3060678,587.471685,0.079459883
887,0.0255,0.0656,0.3956,-1.28,10.18,462.0431808,681.2087979,0.067344518
888,0.0184,0.07,0.4486,-1.19,9.51,431.7538158,650.9194329,0.085290803
889,0.0191,0.0752,0.443,-1.07,9.63,437.2579911,656.4236083,0.098118177
890,0.0196,0.0832,0.3231,-1.29,4.92,223.0974679,442.2630851,0.054451542
891,0.0176,0.0706,0.4165,-1.16,8.72,395.7306997,614.8963169,0.082311865
892,0.0179,0.063,0.3525,-1.17,8.61,390.615403,609.7810202,0.068915935
893,0.0155,0.0671,0.4809,-0.97,12.88,584.7164945,803.8821116,0.121165725
894,0.0219,0.0629,0.3923,-1.31,9.63,437.0973733,656.2629905,0.064369026
895,0.0209,0.0681,0.4826,-1.05,12.99,589.7421566,808.9077738,0.10957032
896,0.0197,0.0709,0.4938,-1.3,9.77,443.577729,662.7433462,0.08177288
897,0.0194,0.0748,0.4518,-1.1,9.71,440.5498784,659.7154956,0.096270092
898,0.0203,0.0799,0.3882,-0.88,9.42,427.4937089,646.659326,0.110376091
899,0.015,0.0834,0.461,-1.41,6.11,277.4318491,496.5974663,0.066838239
900,0.0192,0.0653,0.4251,-1.1,10.88,493.630804,712.7964211,0.090644439
901,0.0214,0.0767,0.4583,-0.91,12.19,553.5085242,772.6741414,0.125033932
902,0.0202,0.0753,0.4715,-1.32,8.47,384.536729,603.7023462,0.076235965
903,0.0158,0.067,0.4453,-1.44,7.86,356.5960606,575.7616778,0.06230876
904,0.0179,0.0743,0.434,-1.19,8.35,379.1257122,598.2913294,0.082548946
905,0.0206,0.0678,0.3981,-1.15,9.47,429.7363904,648.9020076,0.079717314
906,0.021,0.0784,0.496,-1.05,11.13,505.0724598,724.238077,0.11257576
907,0.0205,0.0785,0.3892,-1.12,7.63,346.1631551,565.3287723,0.080978332
908,0.0165,0.0741,0.4674,-1.09,9.81,445.1639441,664.3295613,0.100836164
909,0.0184,0.0748,0.4756,-1.43,7.68,348.5790029,567.7446201,0.067285511
910,0.0182,0.0692,0.436,-0.98,11.39,516.8955723,736.0611895,0.108536193
911,0.0211,0.0683,0.4545,-1.25,10.09,457.7857587,676.9513759,0.080158072
912,0.0212,0.0751,0.435,-1.35,7.76,352.4048485,571.5704656,0.067878624
913,0.021,0.0799,0.4858,-1.24,8.77,398.0082412,617.1738583,0.086672074
914,0.0195,0.0861,0.4608,-1.03,8.92,404.6587144,623.8243315,0.107419778
915,0.0233,0.0785,0.4087,-1.35,7.1,322.2376439,541.4032611,0.063827291
916,0.0183,0.0798,0.4849,-1.24,8.35,379.2067073,598.3723244,0.086513734
917,0.02,0.0807,0.4754,-1.18,8.74,396.7617186,615.9273358,0.091462181
918,0.0206,0.0626,0.4302,-1.3,10.33,469.0852134,688.2508305,0.071376923
919,0.0195,0.0748,0.4175,-1.44,6.79,308.2738929,527.43951,0.058471667
920,0.02,0.0563,0.4526,-0.92,17.84,809.6076462,1028.773263,0.121870262
921,0.0191,0.0743,0.4432,-1.12,9.33,423.6755184,642.8411356,0.092079216
922,0.0201,0.0683,0.4596,-1.16,10.78,489.3050014,708.4706186,0.090721522
923,0.0222,0.0779,0.4849,-1.13,10.26,465.6222625,684.7878797,0.0993589
924,0.0191,0.0673,0.3765,-1.21,8.32,377.5449581,596.7105752,0.069955571
925,0.0217,0.0764,0.4902,-1.13,10.58,480.2504663,699.4160834,0.100430876
926,0.0231,0.0795,0.4304,-1.45,6.84,310.5509841,529.7166013,0.059536683
927,0.0201,0.0794,0.4594,-1.28,7.87,357.2518703,576.4174875,0.078055373
928,0.0226,0.0697,0.3433,-1.19,7.92,359.5668618,578.7324789,0.065468763
929,0.021,0.0689,0.4038,-1.2,9.09,412.8124614,631.9780785,0.075912624
930,0.0203,0.0735,0.4433,-1.36,7.97,361.6760958,580.841713,0.068319299
931,0.0168,0.0778,0.3908,-1.08,7.51,340.7365914,559.9022086,0.08556869
932,0.0215,0.0691,0.42,-1.27,9.05,410.7001587,629.8657759,0.072333577
933,0.0224,0.0747,0.4508,-1.19,9.47,429.9830134,649.1486305,0.085703783
934,0.0216,0.0806,0.4784,-1.25,8.52,386.9057581,606.0713752,0.084314615
935,0.0224,0.0731,0.409,-1,10.42,472.9240425,692.0896597,0.099256963
936,0.0193,0.0674,0.4341,-1.03,11.41,518.0746462,737.2402634,0.101261819
937,0.0206,0.0655,0.4,-0.9,12.7,576.6305668,795.796184,0.110722564
938,0.0208,0.0793,0.4156,-1.25,7.3,331.3724134,550.5380306,0.07338151
939,0.0202,0.0731,0.4217,-1.23,8.38,380.3268506,599.4924678,0.076320556
940,0.0199,0.0768,0.4515,-1.49,6.92,314.0996764,533.2652936,0.059510247
941,0.0206,0.075,0.4802,-1.2,9.7,440.3558408,659.521458,0.090079785
942,0.0177,0.0794,0.4274,-1.52,5.85,265.533903,484.6995202,0.054414208
943,0.0206,0.0665,0.4674,-0.89,15.34,696.271721,915.4373381,0.130922178
944,0.0201,0.0707,0.4178,-1.07,9.98,452.8721421,672.0377593,0.092596682
945,0.0203,0.072,0.3981,-1.09,9.06,411.4509181,630.6165352,0.086041207
946,0.0205,0.0713,0.4108,-1.25,8.37,379.904629,599.0702462,0.072544342
947,0.0205,0.0699,0.5088,-1.2,11.44,519.4039044,738.5695216,0.095369102
948,0.0213,0.0748,0.4625,-1.16,9.79,444.3119616,663.4775788,0.091286724
949,0.0217,0.0678,0.5222,-1.22,12.42,563.8897613,783.0553785,0.095422856
950,0.0239,0.072,0.4954,-1.06,13.08,593.8204664,812.9860835,0.110999647
951,0.0228,0.0715,0.4708,-1.26,10.09,458.1502862,677.3159034,0.081969563
952,0.0221,0.0661,0.3989,-1.26,9.4,426.6553832,645.8210003,0.069599493
953,0.024,0.0642,0.5486,-1.36,13.42,608.958711,828.1243282,0.084275679
954,0.0221,0.0729,0.4046,-1.51,6.95,315.4451192,534.6107363,0.05216268
955,0.0214,0.0581,0.4321,-1.44,10.92,495.7702735,714.9358907,0.060487632
956,0.0208,0.0655,0.4118,-1.36,8.89,403.6927498,622.8583669,0.063527527
957,0.018,0.0711,0.4603,-1.21,9.35,424.4116937,643.5773109,0.085319071
958,0.0203,0.058,0.4163,-1.4,10.5,476.417727,695.5833442,0.061176628
959,0.0163,0.0741,0.4647,-1.54,6.77,307.2742616,526.4398788,0.057715037
960,0.02,0.0657,0.41,-1.05,11.03,500.875454,720.0410712,0.093256292
961,0.0191,0.0664,0.5221,-1.24,11.87,538.5901334,757.7557505,0.09305237
962,0.0222,0.0802,0.4026,-1.25,7.12,323.2845332,542.4501504,0.071113672
963,0.0213,0.0712,0.4231,-1.21,9.09,412.7718296,631.9374467,0.078507355
964,0.0212,0.0779,0.5035,-1.31,8.96,406.6048074,625.7704246,0.082336314
965,0.02,0.0721,0.3861,-1.54,6.34,287.8306377,506.9962549,0.048080414
966,0.0202,0.0643,0.4438,-0.97,13.61,617.8581943,837.0238115,0.111912713
967,0.0228,0.0801,0.4462,-1.06,9.65,437.8797662,657.0453833,0.100098626
968,0.0183,0.062,0.4254,-1.29,9.85,447.0843578,666.249975,0.071465189
969,0.0229,0.0705,0.3523,-1.36,7.17,325.6398155,544.8054327,0.05445218
970,0.022,0.0727,0.4108,-1.6,6.73,305.318203,524.4838201,0.047655879
971,0.0185,0.0736,0.4709,-1.3,8.58,389.4468971,608.6125143,0.078033837
972,0.0199,0.0681,0.369,-1.27,7.81,354.6461512,573.8117684,0.063648667
973,0.02,0.0735,0.3568,-0.92,9.07,411.8026724,630.9682895,0.096278794
974,0.0172,0.0659,0.4231,-1.36,8.31,377.0994842,596.2651013,0.065247486
975,0.019,0.0737,0.5486,-1.08,12.87,584.2102664,803.3758836,0.119638955
976,0.021,0.0651,0.4096,-1.21,9.99,453.4014726,672.5670898,0.076032087
977,0.0187,0.0611,0.4207,-1.46,9.01,408.8212713,627.9868884,0.057522706
978,0.0198,0.0619,0.4408,-1.26,10.88,493.7412499,712.9068671,0.076814037
979,0.0208,0.0554,0.4548,-1.24,13.96,633.634691,852.8003082,0.081213879
980,0.0193,0.0752,0.4222,-1.2,8.11,368.1048351,587.2704522,0.079329724
981,0.0207,0.0652,0.4527,-1.2,11.1,504.0397115,723.2053287,0.084986745
982,0.0214,0.0782,0.4294,-1.33,7.35,333.5681985,552.7338157,0.068672411
983,0.0219,0.079,0.4273,-1.13,8.58,389.3359864,608.5016035,0.087691302
984,0.0228,0.0797,0.4858,-1.24,9.09,412.8123355,631.9779527,0.086672074
985,0.0206,0.0832,0.4246,-1.28,6.79,308.3530828,527.5187,0.072217757
986,0.0196,0.068,0.4878,-1.3,10.2,463.0499909,682.2156081,0.080793664
987,0.0201,0.0743,0.4869,-1,12.12,550.1916095,769.3572267,0.117943522
988,0.0226,0.0685,0.4125,-1.28,9.17,416.2549281,635.4205453,0.070185396
989,0.0202,0.0807,0.4245,-1.21,7.46,338.434561,557.6001782,0.078763949
990,0.022,0.0789,0.3593,-0.93,8.51,386.2673342,605.4329513,0.095678094
991,0.0218,0.0776,0.4647,-1.41,7.71,349.7920536,568.9576708,0.067366775
992,0.0189,0.0706,0.4126,-1.12,9.18,416.5907795,635.7563967,0.085792312
993,0.0195,0.0615,0.3725,-1.33,8.8,399.516626,618.6822432,0.059678761
994,0.0217,0.0663,0.4228,-1.29,9.61,436.4226268,655.588244,0.071034001
995,0.0184,0.0637,0.4404,-1.39,9.17,416.0585556,635.2241728,0.065454032
996,0.0194,0.0705,0.4835,-1.18,10.59,480.7109572,699.8765744,0.092999806
997,0.0215,0.0764,0.377,-0.94,9.25,420.0812548,639.246872,0.099038261
998,0.0188,0.0575,0.4553,-1.43,10.89,494.3092481,713.4748652,0.064455393
999,0.0182,0.0658,0.5227,-1.38,10.52,477.3934544,696.5590716,0.0784307
1000,0.019,0.0738,0.4895,-1.33,8.81,399.8961637,619.0617808,0.078140358
